,bIDs,heat
1957,2819,10
1958,2821,10
1959,2822,10
1960,2824,10
1961,2825,10
1962,2826,10
1963,2827,10
1964,2829,10
1965,2831,10
1966,2832,10
1967,2834,10
1968,2836,10
1969,2837,10
1970,2838,10
1971,2840,10
1972,2842,10
1973,2843,10
1974,2844,10
1975,2845,10
1976,2846,10
1977,2848,10
1978,2849,10
1979,2850,10
1980,2851,10
1981,2853,10
1982,2854,10
1983,2856,10
1984,2857,10
1985,2858,10
1986,2860,10
1987,2861,10
1988,2862,10
1989,2863,10
1990,2865,10
1991,2866,10
1992,2871,10
1993,2873,10
1994,2874,10
1995,2875,10
1996,2876,10
1997,2877,10
1998,2878,10
1999,2883,10
2000,2884,10
2001,2885,10
2002,2888,10
2003,2890,10
2004,2891,10
2005,2892,10
2006,2893,10
2007,2895,10
2008,2896,10
2009,2897,10
2010,2898,10
2011,2899,10
2012,2901,10
2013,2902,10
2014,2905,10
2015,2906,10
2016,2908,10
2017,2910,10
2018,2911,10
2019,2912,10
2020,2914,10
2021,2916,10
2022,2917,10
2023,2920,10
2024,2923,10
2025,2924,10
2026,2926,10
2027,2927,10
2028,2928,10
2029,2930,10
2030,2931,10
2031,2932,10
2032,2933,10
2033,2935,10
2034,2936,10
2035,2937,10
2036,2938,10
2037,2939,10
2038,2941,10
2039,2942,10
2040,2943,10
2041,2944,10
2042,2945,10
2043,2947,10
2044,2948,10
2045,2950,10
2046,2951,10
2047,2952,10
2048,2954,10
2049,2955,10
2050,2957,10
2051,2958,10
2052,2960,10
2053,2961,10
2054,2963,10
2055,2964,10
2056,2965,10
2057,2966,10
2058,2967,10
2059,2968,10
2060,2970,10
2061,2972,10
2062,2973,10
2063,2974,10
2064,2975,10
2065,2977,10
2066,2978,10
2067,2980,10
2068,2982,10
2069,2983,10
2070,2984,10
2071,2985,10
2072,2988,10
2073,2989,10
2074,2990,10
2075,2991,10
2076,2993,10
2077,2996,10
2078,2997,10
2079,2998,10
2080,2999,10
2081,3000,10
2082,3001,10
2083,3003,10
2084,3006,10
2085,3007,10
2086,3008,10
2087,3009,10
2088,3011,10
2089,3012,10
2090,3013,10
2091,3016,10
2092,3017,10
2093,3018,10
2094,3019,10
2095,3020,10
2096,3021,10
2097,3022,10
2098,3023,10
2099,3024,10
2100,3025,10
2101,3026,10
2102,3028,10
2103,3029,10
2104,3032,10
2105,3033,10
2106,3034,10
2107,3035,10
2108,3036,10
2109,3038,10
2110,3040,10
2111,3041,10
2112,3042,10
2113,3043,10
2114,3045,10
2115,3046,10
2116,3047,10
2117,3050,10
2118,3051,10
2119,3052,10
2120,3054,10
2121,3055,10
2122,3056,10
2123,3057,10
2124,3058,10
2125,3059,10
2126,3060,10
2127,3061,10
2128,3062,10
2129,3063,10
2130,3064,10
2131,3065,10
2132,3066,10
2133,3067,10
2134,3068,10
2135,3069,10
2136,3072,10
2137,3074,10
2138,3075,10
2139,3076,10
2140,3077,10
2141,3079,10
2142,3080,10
2143,3081,10
2144,3084,10
2145,3086,10
2146,3087,10
2147,3088,10
2148,3090,10
2149,3091,10
2150,3092,10
2151,3093,10
2152,3094,10
2153,3097,10
2154,3099,10
2155,3100,10
2156,3102,10
2157,3104,10
2158,3107,10
2159,3109,10
2160,3110,10
2161,3111,10
2162,3112,10
2163,3114,10
2164,3115,10
2165,3116,10
2166,3117,10
2167,3118,10
2168,3119,10
2169,3120,10
2170,3122,10
2171,3123,10
2172,3124,10
2173,3125,10
2174,3127,10
2175,3128,10
2176,3129,10
2177,3132,10
2178,3134,10
2179,3135,10
2180,3137,10
2181,3139,10
2182,3140,10
2183,3142,10
2184,3143,10
2185,3144,10
2186,3145,10
2187,3146,10
2188,3147,10
2189,3150,10
2190,3151,10
2191,3152,10
2192,3153,10
2193,3154,10
2194,3155,10
2195,3156,10
2196,3157,10
2197,3158,10
2198,3159,10
2199,3161,10
2200,3162,10
2201,3163,10
2202,3164,10
2203,3168,10
2204,3169,10
2205,3171,10
2206,3172,10
2207,3174,10
2208,3175,10
2209,3176,10
2210,3178,10
2211,3179,10
2212,3180,10
2213,3181,10
2214,3182,10
2215,3183,10
2216,3184,10
2217,3185,10
2218,3187,10
2219,3188,10
2220,3190,10
2221,3191,10
2222,3192,10
2223,3193,10
2224,3194,10
2225,3195,10
2226,3198,10
2227,3199,10
2228,3200,10
2229,3202,10
2230,3203,10
2231,3204,10
2232,3205,10
2233,3206,10
2234,3209,10
2235,3210,10
2236,3211,10
2237,3212,10
2238,3213,10
2239,3214,10
2240,3215,10
2241,3216,10
2242,3217,10
2243,3218,10
2244,3220,10
2245,3221,10
2246,3222,10
2247,3223,10
2248,3224,10
2249,3225,10
2250,3226,9
2251,3227,10
2252,3229,10
2253,3231,10
2254,3232,10
2255,3233,10
2256,3234,10
2257,3235,10
2258,3237,10
2259,3238,10
2260,3239,10
2261,3241,10
2262,3243,10
2263,3244,10
2264,3246,10
2265,3247,10
2266,3248,10
2267,3249,10
2268,3250,10
2269,3251,10
2270,3252,10
2271,3253,10
2272,3255,10
2273,3258,10
2274,3259,10
2275,3260,10
2276,3261,10
2277,3262,10
2278,3263,10
2279,3268,10
2280,3269,10
2281,3270,10
2282,3272,10
2283,3273,10
2284,3274,10
2285,3275,10
2286,3276,10
2287,3277,10
2288,3278,10
2289,3279,10
2290,3281,10
2291,3283,10
2292,3284,10
2293,3285,10
2294,3286,10
2295,3287,10
2296,3288,10
2297,3289,10
2298,3290,10
2299,3291,10
2300,3292,10
2301,3294,10
2302,3302,10
2303,3303,10
2304,3306,10
2305,3307,10
2306,3308,10
2307,3309,10
2308,3310,10
2309,3311,10
2310,3312,10
2311,3313,10
2312,3314,10
2313,3316,10
2314,3317,10
2315,3319,10
2316,3320,10
2317,3323,10
2318,3324,10
2319,3326,10
2320,3327,10
2321,3330,10
2322,3332,10
2323,3333,10
2324,3334,10
2325,3335,10
2326,3336,10
2327,3337,10
2328,3338,10
2329,3339,10
2330,3340,10
2331,3341,10
2332,3343,10
2333,3344,10
2334,3345,10
2335,3346,10
2336,3350,10
2337,3351,10
2338,3352,10
2339,3353,10
2340,3354,10
2341,3358,10
2342,3359,10
2343,3361,10
2344,3362,10
2345,3363,10
2346,3365,10
2347,3366,10
2348,3367,10
2349,3369,10
2350,3370,10
2351,3372,10
2352,3373,10
2353,3374,10
2354,3376,10
2355,3379,10
2356,3380,10
2357,3382,10
2358,3383,10
2359,3384,10
2360,3386,10
2361,3387,10
2362,3390,10
2363,3391,10
2364,3393,10
2365,3394,8
2366,3395,10
2367,3396,10
2368,3397,10
2369,3400,10
2370,3402,10
2371,3403,10
2372,3404,10
2373,3405,10
2374,3406,10
2375,3407,10
2376,3409,10
2377,3411,10
2378,3413,10
2379,3415,10
2380,3416,10
2381,3418,10
2382,3419,10
2383,3420,10
2384,3421,10
2385,3422,10
2386,3423,10
2387,3426,10
2388,3427,10
2389,3428,10
2390,3429,10
2391,3430,10
2392,3431,10
2393,3432,10
2394,3435,10
2395,3436,10
2396,3438,10
2397,3440,10
2398,3441,10
2399,3443,10
2400,3444,10
2401,3446,10
2402,3447,10
2403,3449,10
2404,3450,10
2405,3452,10
2406,3453,10
2407,3455,10
2408,3457,10
2409,3459,10
2410,3460,10
2411,3461,10
2412,3462,10
2413,3464,10
2414,3467,10
2415,3468,10
2416,3469,10
2417,3470,10
2418,3471,10
2419,3472,10
2420,3473,10
2421,3474,10
2422,3475,10
2423,3476,10
2424,3477,10
2425,3479,10
2426,3480,10
2427,3482,10
2428,3483,10
2429,3485,10
2430,3486,10
2431,3487,10
2432,3488,10
2433,3491,10
2434,3492,10
2435,3494,10
2436,3496,10
2437,3497,10
2438,3500,10
2439,3501,10
2440,3502,10
2441,3504,10
2442,3505,10
2443,3506,10
2444,3507,9
2445,3508,10
2446,3509,10
2447,3510,10
2448,3511,10
2449,3512,10
2450,3513,10
2451,3514,10
2452,3515,10
2453,3516,10
2454,3517,10
2455,3518,10
2456,3520,10
2457,3521,10
2458,3522,10
2459,3523,10
2460,3525,10
2461,3526,10
2462,3527,10
2463,3529,10
2464,3530,10
2465,3531,10
2466,3532,10
2467,3536,10
2468,3537,10
2469,3538,10
2470,3541,10
2471,3542,10
2472,3543,10
2473,3545,10
2474,3546,10
2475,3547,10
2476,3548,10
2477,3549,10
2478,3553,10
2479,3556,10
2480,3557,10
2481,3558,10
2482,3561,10
2483,3562,10
2484,3563,10
2485,3564,10
2486,3565,10
2487,3566,10
2488,3567,10
2489,3569,10
2490,3570,10
2491,3573,10
2492,3574,10
2493,3576,10
2494,3577,10
2495,3579,10
2496,3580,10
2497,3582,10
2498,3583,10
2499,3584,10
2500,3586,10
2501,3588,10
2502,3591,10
2503,3592,10
2504,3594,10
2505,3595,10
2506,3597,10
2507,3598,10
2508,3599,10
2509,3602,10
2510,3603,10
2511,3608,10
2512,3609,10
2513,3610,10
2514,3611,10
2515,3612,10
2516,3614,10
2517,3615,10
2518,3616,10
2519,3617,10
2520,3618,10
2521,3619,10
2522,3620,10
2523,3621,10
2524,3622,10
2525,3623,10
2526,3625,10
2527,3626,10
2528,3628,10
2529,3630,10
2530,3632,10
2531,3634,10
2532,3635,10
2533,3636,10
2534,3637,10
2535,3638,10
2536,3639,10
2537,3642,10
2538,3643,10
2539,3644,10
2540,3645,10
2541,3646,10
2542,3647,10
2543,3651,10
2544,3652,10
2545,3653,10
2546,3654,10
2547,3655,10
2548,3657,10
2549,3658,10
2550,3659,10
2551,3662,10
2552,3664,10
2553,3665,10
2554,3667,10
2555,3670,10
2556,3671,10
2557,3672,10
2558,3673,10
2559,3674,10
2560,3675,10
2561,3677,10
2562,3678,10
2563,3679,10
2564,3681,10
2565,3682,10
2566,3683,10
2567,3685,10
2568,3686,10
2569,3687,10
2570,3688,10
2571,3689,10
2572,3692,10
2573,3693,10
2574,3695,10
2575,3696,10
2576,3697,10
2577,3698,10
2578,3699,10
2579,3701,10
2580,3702,10
2581,3703,10
2582,3704,10
2583,3705,10
2584,3707,10
2585,3708,10
2586,3709,10
2587,3710,10
2588,3711,10
2589,3712,10
2590,3713,10
2591,3714,10
2592,3718,10
2593,3720,10
2594,3722,10
2595,3723,10
2596,3725,10
2597,3726,10
2598,3727,10
2599,3729,10
2600,3730,10
2601,3732,10
2602,3733,10
2603,3734,10
2604,3735,10
2605,3737,10
2606,3738,10
2607,3739,10
2608,3742,10
2609,3743,10
2610,3744,10
2611,3747,10
2612,3748,10
2613,3749,10
2614,3750,10
2615,3751,10
2616,3752,10
2617,3753,10
2618,3754,10
2619,3756,10
2620,3757,10
2621,3760,10
2622,3762,10
2623,3763,10
2624,3768,10
2625,3769,10
2626,3770,10
2627,3772,10
2628,3773,10
2629,3774,10
2630,3775,10
2631,3776,10
2632,3777,10
2633,3780,10
2634,3781,10
2635,3782,10
2636,3789,10
2637,3790,10
2638,3792,10
2639,3793,10
2640,3795,10
2641,3796,10
2642,3798,10
2643,3799,10
2644,3802,10
2645,3803,10
2646,3805,10
2647,3807,10
2648,3808,10
2649,3811,10
2650,3813,10
2651,3814,10
2652,3815,10
2653,3816,10
2654,3819,10
2655,3821,10
2656,3822,10
2657,3823,10
2658,3824,10
2659,3825,10
2660,3826,10
2661,3827,10
2662,3828,9
2663,3829,10
2664,3830,10
2665,3831,10
2666,3832,10
2667,3833,10
2668,3834,10
2669,3835,10
2670,3836,10
2671,3837,10
2672,3838,10
2673,3840,10
2674,3842,10
2675,3843,10
2676,3844,10
2677,3845,10
2678,3846,10
2679,3847,10
2680,3848,10
2681,3850,10
2682,3852,10
2683,3853,10
2684,3854,10
2685,3855,10
2686,3856,10
2687,3858,10
2688,3859,10
2689,3860,10
2690,3862,10
2691,3863,10
2692,3864,10
2693,3866,10
2694,3868,10
2695,3869,10
2696,3870,10
2697,3871,10
2698,3874,10
2699,3875,10
2700,3876,10
2701,3877,10
2702,3878,10
2703,3879,10
2704,3880,10
2705,3882,10
2706,3888,10
2707,3889,10
2708,3891,10
2709,3892,10
2710,3893,10
2711,3900,10
2712,3901,10
2713,3904,10
2714,3906,10
2715,3907,10
2716,3908,10
2717,3909,10
2718,3910,10
2719,3911,10
2720,3912,10
2721,3913,10
2722,3915,10
2723,3916,10
2724,3917,10
2725,3918,10
2726,3920,10
2727,3921,10
2728,3922,10
2729,3923,10
2730,3924,10
2731,3925,10
2732,3926,10
2733,3928,10
2734,3929,10
2735,3931,10
2736,3932,10
2737,3933,10
2738,3935,10
2739,3936,10
2740,3937,10
2741,3939,10
2742,3940,10
2743,3941,10
2744,3942,10
2745,3945,10
2746,3949,10
2747,3950,10
2748,3951,10
2749,3952,10
2750,3954,10
2751,3956,10
2752,3958,10
2753,3959,10
2754,3962,10
2755,3964,10
2756,3966,10
2757,3967,10
2758,3968,10
2759,3969,10
2760,3971,10
2761,3973,10
2762,3974,10
2763,3975,10
2764,3976,10
2765,3978,10
2766,3979,10
2767,3980,10
2768,3981,10
2769,3984,10
2770,3985,10
2771,3986,10
2772,3987,10
2773,3988,10
2774,3989,10
2775,3990,10
2776,3991,10
2777,3992,10
2778,3993,10
2779,3994,10
2780,3997,10
2781,3998,10
2782,4001,10
2783,4005,10
2784,4006,10
2785,4007,10
2786,4008,10
2787,4009,10
2788,4010,10
2789,4012,10
2790,4019,10
2791,4020,10
2792,4021,10
2793,4024,10
2794,4027,10
2795,4029,10
2796,4031,10
2797,4033,10
2798,4035,10
2799,4036,10
2800,4038,10
2801,4040,10
2802,4042,10
2803,4044,10
2804,4047,10
2805,4048,10
2806,4049,10
2807,4050,10
2808,4051,10
2809,4053,10
2810,4056,10
2811,4057,9
2812,4058,10
2813,4061,10
2814,4063,10
2815,4064,10
2816,4065,10
2817,4066,10
2818,4067,10
2819,4068,10
2820,4069,10
2821,4071,10
2822,4072,10
2823,4073,10
2824,4075,10
2825,4077,10
2826,4078,10
2827,4079,10
2828,4080,10
2829,4082,10
2830,4083,10
2831,4084,10
2832,4087,10
2833,4089,10
2834,4090,10
2835,4092,10
2836,4094,10
2837,4095,10
2838,4097,10
2839,4099,10
2840,4100,10
2841,4101,10
2842,4102,10
2843,4103,10
2844,4104,10
2845,4105,10
2846,4106,10
2847,4107,10
2848,4108,10
2849,4109,10
2850,4110,10
2851,4113,10
2852,4114,10
2853,4116,10
2854,4118,10
2855,4120,10
2856,4121,10
2857,4123,10
2858,4126,10
2859,4127,10
2860,4128,10
2861,4130,10
2862,4131,10
2863,4132,10
2864,4133,10
2865,4134,10
2866,4136,10
2867,4137,10
2868,4138,10
2869,4139,10
2870,4140,10
2871,4141,10
2872,4142,10
2873,4143,10
2874,4144,10
2875,4145,10
2876,4146,10
2877,4148,10
2878,4149,10
2879,4150,10
2880,4153,10
2881,4154,10
2882,4156,10
2883,4157,10
2884,4158,10
2885,4159,10
2886,4160,10
2887,4161,10
2888,4162,10
2889,4163,10
2890,4165,10
2891,4166,10
2892,4167,10
2893,4169,10
2894,4170,10
2895,4171,10
2896,4172,10
2897,4177,10
2898,4178,10
2899,4180,10
2900,4181,10
2901,4187,10
2902,4188,10
2903,4191,10
2904,4192,10
2905,4195,10
2906,4196,10
2907,4197,10
2908,4198,10
2909,4200,10
2910,4202,10
2911,4203,10
2912,4209,10
2913,4210,10
2914,4211,10
2915,4212,10
2916,4216,10
2917,4219,10
2918,4220,10
2919,4222,10
2920,4223,10
2921,4224,10
2922,4225,10
2923,4227,10
2924,4231,10
2925,4232,10
2926,4233,10
2927,4237,10
2928,4238,10
2929,4239,10
2930,4242,10
2931,4243,10
2932,4245,10
2933,4246,10
2934,4247,10
2935,4248,10
2936,4249,10
2937,4250,10
2938,4251,10
2939,4252,10
2940,4253,10
2941,4255,10
2942,4256,10
2943,4257,10
2944,4258,10
2945,4262,10
2946,4263,10
2947,4265,10
2948,4266,10
2949,4267,10
2950,4268,10
2951,4269,10
2952,4270,10
2953,4271,10
2954,4272,10
2955,4273,10
2956,4274,10
2957,4275,10
2958,4276,10
2959,4277,10
2960,4278,10
2961,4279,10
2962,4280,10
2963,4281,10
2964,4282,10
2965,4283,10
2966,4284,10
2967,4285,10
2968,4286,10
2969,4287,10
2970,4288,10
2971,4290,10
2972,4293,10
2973,4294,10
2974,4295,10
2975,4298,10
2976,4299,10
2977,4301,10
2978,4304,10
2979,4305,10
2980,4306,10
2981,4307,10
2982,4308,10
2983,4309,6
2984,4310,10
2985,4312,10
2986,4313,10
2987,4314,10
2988,4315,10
2989,4316,10
2990,4317,10
2991,4318,10
2992,4319,10
2993,4321,10
2994,4322,10
2995,4324,10
2996,4325,10
2997,4326,10
2998,4327,10
2999,4328,10
3000,4329,10
3001,4330,10
3002,4331,10
3003,4332,10
3004,4333,10
3005,4334,10
3006,4335,10
3007,4337,10
3008,4338,10
3009,4339,10
3010,4341,10
3011,4342,10
3012,4343,10
3013,4345,10
3014,4347,10
3015,4349,10
3016,4350,10
3017,4352,10
3018,4354,10
3019,4359,10
3020,4361,10
3021,4362,10
3022,4364,10
3023,4365,10
3024,4367,10
3025,4368,10
3026,4372,10
3027,4373,10
3028,4374,10
3029,4375,10
3030,4376,10
3031,4377,10
3032,4378,10
3033,4379,10
3034,4380,10
3035,4382,10
3036,4385,10
3037,4388,10
3038,4390,10
3039,4391,10
3040,4392,10
3041,4393,10
3042,4395,10
3043,4396,10
3044,4397,10
3045,4398,10
3046,4402,10
3047,4403,10
3048,4405,10
3049,4406,10
3050,4407,10
3051,4410,10
3052,4411,10
3053,4413,10
3054,4416,10
3055,4417,10
3056,4418,10
3057,4419,10
3058,4420,10
3059,4421,10
3060,4422,10
3061,4424,10
3062,4425,10
3063,4426,10
3064,4428,10
3065,4429,10
3066,4430,10
3067,4431,10
3068,4432,10
3069,4433,10
3070,4436,10
3071,4437,10
3072,4439,10
3073,4440,10
3074,4442,10
3075,4444,10
3076,4446,10
3077,4448,10
3078,4449,10
3079,4450,10
3080,4453,10
3081,4454,10
3082,4455,10
3083,4457,10
3084,4458,10
3085,4464,10
3086,4465,10
3087,4466,10
3088,4467,10
3089,4468,10
3090,4469,10
3091,4472,10
3092,4475,10
3093,4477,10
3094,4478,10
3095,4479,10
3096,4482,10
3097,4483,10
3098,4484,10
3099,4486,10
3100,4490,10
3101,4492,10
3102,4495,10
3103,4499,10
3104,4500,10
3105,4501,10
3106,4502,10
3107,4507,10
3108,4508,10
3109,4509,10
3110,4510,10
3111,4512,10
3112,4513,10
3113,4514,10
3114,4516,10
3115,4517,10
3116,4518,10
3117,4520,10
3118,4521,10
3119,4523,10
3120,4525,10
3121,4527,10
3122,4528,10
3123,4529,10
3124,4530,10
3125,4532,10
3126,4535,10
3127,4540,10
3128,4541,10
3129,4542,10
3130,4544,10
3131,4547,10
3132,4549,10
3133,4550,10
3134,4552,10
3135,4553,10
3136,4557,10
3137,4558,10
3138,4560,10
3139,4562,10
3140,4564,10
3141,4565,10
3142,4566,10
3143,4567,10
3144,4569,10
3145,4570,10
3146,4571,10
3147,4573,10
3148,4574,10
3149,4575,10
3150,4576,10
3151,4578,10
3152,4579,10
3153,4581,10
3154,4584,10
3155,4585,10
3156,4586,10
3157,4588,10
3158,4589,10
3159,4591,10
3160,4601,10
3161,4602,10
3162,4604,10
3163,4606,10
3164,4609,10
3165,4610,10
3166,4611,10
3167,4612,10
3168,4617,10
3169,4619,10
3170,4622,10
3171,4623,10
3172,4624,10
3173,4625,10
3174,4626,10
3175,4627,10
3176,4631,10
3177,4633,10
3178,4634,10
3179,4637,10
3180,4639,10
3181,4640,10
3182,4643,10
3183,4645,10
3184,4646,10
3185,4649,10
3186,4651,10
3187,4653,10
3188,4654,10
3189,4655,10
3190,4656,9
3191,4658,10
3192,4661,10
3193,4662,10
3194,4663,10
3195,4664,10
3196,4667,8
3197,4671,10
3198,4672,10
3199,4673,10
3200,4674,10
3201,4676,10
3202,4678,10
3203,4680,10
3204,4681,10
3205,4684,10
3206,4685,10
3207,4702,10
3208,4706,10
3209,4707,10
3210,4714,10
3211,4715,10
3212,4716,10
3213,4720,10
3214,4721,10
3215,4730,10
3216,4743,10
3217,4745,10
3218,4750,10
3219,4752,10
3220,4759,10
3221,4760,10
3222,4765,10
3223,4774,10
3224,4781,9
3225,4806,10
3226,4812,10
3227,4820,10
3228,4825,10
3229,4827,10
3230,4828,10
3231,4829,10
3232,4831,10
3233,4838,10
3234,4839,10
3235,4845,10
3236,4848,10
3237,4853,10
3238,4857,10
3239,4860,10
3240,4861,10
3241,4862,10
3242,4863,10
3243,4867,10
3244,4868,10
3245,4870,10
3246,4874,10
3247,4879,10
3248,4881,10
3249,4882,10
3250,4887,10
3251,4891,10
3252,4892,10
3253,4893,10
3254,4894,10
3255,4903,10
3256,4907,10
3257,4908,10
3258,4909,10
3259,4910,10
3260,4911,10
3261,4912,10
3262,4913,10
3263,4914,10
3264,4916,10
3265,4918,10
3266,4921,10
3267,4922,10
3268,4924,10
3269,4925,10
3270,4927,10
3271,4928,10
3272,4929,10
3273,4931,10
3274,4932,10
3275,4934,10
3276,4935,10
3277,4937,9
3278,4943,10
3279,4945,10
3280,4951,10
3281,4952,10
3282,4953,10
3283,4954,10
3284,4956,10
3285,4957,10
3286,4958,10
3287,4964,10
3288,4966,10
3289,4970,10
3290,4971,10
3291,4972,10
3292,4973,10
3293,4975,10
3294,4976,10
3295,4979,10
3296,4981,10
3297,4983,10
3298,4984,10
3299,4986,10
3300,4987,10
3301,4991,10
3302,4992,10
3303,4993,10
3304,4995,10
3305,4996,10
3306,4998,10
3307,4999,10
3308,5000,10
3309,5001,10
3310,5002,10
3311,5005,10
3312,5008,10
3313,5009,10
3314,5011,10
3315,5012,10
3316,5013,10
3317,5014,10
3318,5015,10
3319,5016,10
3320,5018,10
3321,5021,10
3322,5023,10
3323,5024,10
3324,5026,10
3325,5027,10
3326,5029,10
3327,5032,10
3328,5033,10
3329,5036,10
3330,5040,10
3331,5043,10
3332,5047,10
3333,5051,10
3334,5052,10
3335,5055,10
3336,5057,10
3337,5059,10
3338,5061,10
3339,5062,10
3340,5063,10
3341,5065,10
3342,5066,10
3343,5067,10
3344,5070,10
3345,5071,10
3346,5072,10
3347,5074,10
3348,5076,10
3349,5077,10
3350,5078,10
3351,5079,10
3352,5084,10
3353,5086,10
3354,5087,10
3355,5089,10
3356,5090,10
3357,5091,10
3358,5093,10
3359,5094,10
3360,5095,10
3361,5097,10
3362,5099,9
3363,5100,10
3364,5101,10
3365,5107,10
3366,5108,10
3367,5109,10
3368,5110,10
3369,5111,10
3370,5112,10
3371,5113,10
3372,5114,10
3373,5115,10
3374,5118,10
3375,5119,10
3376,5120,10
3377,5121,10
3378,5122,10
3379,5123,10
3380,5124,10
3381,5125,10
3382,5126,10
3383,5127,10
3384,5128,10
3385,5130,10
3386,5131,10
3387,5132,10
3388,5133,10
3389,5135,10
3390,5136,10
3391,5137,10
3392,5139,10
3393,5140,10
3394,5141,10
3395,5142,10
3396,5143,10
3397,5144,10
3398,5145,10
3399,5147,10
3400,5149,10
3401,5153,10
3402,5154,10
3403,5155,10
3404,5157,10
3405,5158,10
3406,5160,10
3407,5161,10
3408,5165,10
3409,5166,10
3410,5168,10
3411,5169,10
3412,5170,10
3413,5173,10
3414,5174,10
3415,5175,10
3416,5176,10
3417,5177,10
3418,5178,10
3419,5180,10
3420,5181,10
3421,5182,10
3422,5183,10
3423,5188,10
3424,5190,10
3425,5191,10
3426,5192,10
3427,5193,10
3428,5194,10
3429,5196,10
3430,5198,10
3431,5201,10
3432,5204,10
3433,5205,10
3434,5206,10
3435,5207,10
3436,5208,10
3437,5209,10
3438,5210,10
3439,5212,10
3440,5214,10
3441,5215,10
3442,5217,10
3443,5219,10
3444,5221,10
3445,5223,10
3446,5224,10
3447,5225,10
3448,5226,10
3449,5232,10
3450,5236,10
3451,5237,10
3452,5238,10
3453,5241,10
3454,5242,10
3455,5243,10
3456,5245,10
3457,5247,10
3458,5248,10
3459,5249,10
3460,5251,10
3461,5252,10
3462,5253,10
3463,5255,10
3464,5257,10
3465,5258,10
3466,5259,10
3467,5260,10
3468,5262,10
3469,5266,10
3470,5268,10
3471,5269,10
3472,5270,10
3473,5272,10
3474,5273,10
3475,5277,10
3476,5278,10
3477,5279,10
3478,5280,10
3479,5281,10
3480,5282,10
3481,5285,10
3482,5287,10
3483,5288,10
3484,5291,10
3485,5295,10
3486,5296,10
3487,5298,10
3488,5299,10
3489,5300,10
3490,5301,10
3491,5304,10
3492,5305,10
3493,5306,10
3494,5320,10
3495,5321,10
3496,5322,10
3497,5323,10
3498,5325,10
3499,5326,10
3500,5327,10
3501,5328,10
3502,5329,10
3503,5330,10
3504,5333,10
3505,5334,10
3506,5335,10
3507,5336,10
3508,5340,10
3509,5341,10
3510,5342,10
3511,5343,10
3512,5348,10
3513,5350,10
3514,5355,10
3515,5357,10
3516,5359,10
3517,5364,10
3518,5367,10
3519,5368,10
3520,5369,10
3521,5370,10
3522,5372,10
3523,5373,10
3524,5374,10
3525,5375,10
3526,5380,10
3527,5383,10
3528,5384,10
3529,5385,10
3530,5386,10
3531,5387,10
3532,5390,10
3533,5392,10
3534,5393,10
3535,5394,10
3536,5397,10
3537,5398,10
3538,5399,10
3539,5401,10
3540,5403,10
3541,5404,10
3542,5405,10
3543,5409,10
3544,5410,10
3545,5412,10
3546,5413,10
3547,5416,10
3548,5419,10
3549,5422,10
3550,5424,10
3551,5425,10
3552,5426,10
3553,5427,10
3554,5429,10
3555,5431,10
3556,5434,10
3557,5439,10
3558,5440,10
3559,5442,10
3560,5446,10
3561,5447,10
3562,5451,10
3563,5452,10
3564,5455,10
3565,5457,10
3566,5459,10
3567,5460,10
3568,5461,10
3569,5462,10
3570,5464,10
3571,5465,10
3572,5469,10
3573,5471,10
3574,5472,10
3575,5473,10
3576,5474,10
3577,5475,10
3578,5478,10
3579,5481,10
3580,5482,10
3581,5486,10
3582,5488,10
3583,5490,10
3584,5491,10
3585,5494,10
3586,5495,10
3587,5496,10
3588,5498,9
3589,5500,10
3590,5503,10
3591,5504,10
3592,5505,10
3593,5506,10
3594,5508,10
3595,5509,10
3596,5510,10
3597,5511,10
3598,5513,10
3599,5514,10
3600,5515,10
3601,5516,10
3602,5519,10
3603,5520,10
3604,5525,10
3605,5526,10
3606,5528,10
3607,5529,10
3608,5531,10
3609,5533,10
3610,5534,10
3611,5536,10
3612,5537,10
3613,5538,10
3614,5540,10
3615,5541,10
3616,5544,10
3617,5545,10
3618,5548,10
3619,5549,10
3620,5550,10
3621,5552,10
3622,5556,10
3623,5557,10
3624,5558,10
3625,5559,10
3626,5562,10
3627,5564,10
3628,5565,10
3629,5567,10
3630,5569,10
3631,5570,10
3632,5572,10
3633,5573,10
3634,5577,10
3635,5578,10
3636,5579,10
3637,5582,10
3638,5583,10
3639,5585,10
3640,5586,10
3641,5587,9
3642,5588,10
3643,5589,10
3644,5590,10
3645,5591,10
3646,5593,10
3647,5594,10
3648,5595,10
3649,5596,10
3650,5597,10
3651,5598,10
3652,5599,10
3653,5602,10
3654,5604,10
3655,5605,10
3656,5606,10
3657,5607,10
3658,5608,10
3659,5611,10
3660,5613,10
3661,5614,10
3662,5615,10
3663,5616,10
3664,5617,10
3665,5622,10
3666,5624,10
3667,5625,10
3668,5626,10
3669,5630,10
3670,5633,10
3671,5634,10
3672,5635,10
3673,5636,10
3674,5637,10
3675,5638,10
3676,5640,10
3677,5642,10
3678,5644,10
3679,5645,10
3680,5646,10
3681,5652,10
3682,5653,10
3683,5654,10
3684,5655,10
3685,5658,10
3686,5659,10
3687,5662,10
3688,5663,10
3689,5664,10
3690,5667,10
3691,5668,10
3692,5673,10
3693,5677,10
3694,5681,10
3695,5684,10
3696,5690,10
