,Article_ID,Initial value at source,Heat_values
3260,4127,10,"[ 5.1505644  10.         10.         10.          5.          5.37926603
 10.          5.          5.          5.          5.         10.
  5.         10.         10.          5.          5.         10.
 10.          5.          5.          7.34991024]"
3261,1223,10,"[ 5.1505644   5.         10.          5.         10.          7.34991024
 10.          5.         10.          5.         10.          5.
 10.          5.37926603 10.          5.         10.          5.
  5.          5.          5.         10.        ]"
3262,57,10,"[ 5.03500855  5.04675028  5.07256202  5.01236181  5.023303    8.61651672
  7.42781579  5.07108237  5.05484377  5.04675028  8.21094915  5.023303
  5.04675028  5.04675028  5.05631716  5.04675028  5.02476422  5.023303
  7.69311582  5.02403354  5.04675028  5.          5.023303    5.05484377
  5.04675028  5.1935666   5.03354338  5.04675028  5.07256202  5.05484377
  5.07108237  8.88496291  5.05484377  5.05779112  5.          5.05779112
  5.03500855  5.          5.07108237  5.07108237  5.07108237  7.13915766
  5.00072604  5.07256202  5.06000313  5.05484377  5.          5.05779112
  5.07108237  5.05779112  5.07256202  5.07108237 10.          5.07108237
  5.05779112  5.07108237  5.05484377  9.84556318  5.02476422  8.79111059
  5.03354338  5.07256202  5.          5.07108237  6.96004637  5.05779112
  5.          5.05484377  5.023303    5.          5.05779112  5.04675028]"
3263,2993,10,"[ 5.         10.         10.         10.         10.          5.37004076
 10.         10.         10.         10.         10.         10.        ]"
3264,19,10,"[ 5.00156154  5.00078066  8.45279133  5.00156154  5.00078066  8.27243581
  5.00234264  8.27243581  5.11143013  8.33045535  5.00078066  8.33045535
  8.33045535  5.00156154  5.          5.00078066  5.00156154  5.00078066
  9.87301108  5.00312395  5.00078066  5.00078066  5.00156154  5.00234264
  5.00156154  5.00078066  5.00156154 10.          5.          5.00156154
  5.00078066  5.00156154  8.39053753  5.00156154  5.00156154  5.
  5.00078066  5.00078066  5.00312395  5.00156154  5.00234264  5.00156154
  5.00156154  5.00234264  5.00234264  5.00156154  5.00234264  5.
  5.00156154  5.00078066  5.          5.00234264  8.33045535  5.00234264
  5.00078066  5.          5.          5.00156154  5.          5.00156154]"
3265,4310,10,"[ 5.31819328  5.44129513  5.42416154  5.37901189 10.          5.42416154
  5.26682031  5.42416154  5.27083779  5.          5.15438093  5.42273875
  5.37761351  5.37621589  8.56002442  5.04705153  5.          5.42273875
  7.16636392  5.04705153  6.00116799  5.          6.54036234  5.31819328
  5.56889562  5.          5.04705153  5.42273875  6.28055295  5.92459314
  5.2721784   5.04705153  5.86847238  5.15565854  5.04705153  5.42273875
  5.42273875  5.31819328  6.11499167  5.42416154  5.31819328  5.42273875
  5.82914075]"
3266,5327,10,"[ 9.65099747 10.          5.19905302  5.2298994   5.          5.2298994
  5.26875878  8.59529284  5.12286458  7.84572721  5.2298994   5.09650851
  8.86017524  9.009657    5.2298994   5.2298994   5.14558287  5.19521221
  5.57950649  5.2298994   5.2298994   7.38174568  7.06690109  5.05913275
  5.2298994   5.24152194  9.009657    7.64813587  5.2298994   5.19137473
  5.24152194  5.          5.2298994   5.01470655]"
3267,2376,10,"[ 5.00213732  9.83662035  5.07338737  5.07120766  9.75883181  5.01999791
  5.00927093  5.00927093  5.07193409  5.07193409  5.00927093  5.01928179
  5.07193409  5.          5.          5.          5.02286384  5.05164849
  5.07338737  5.07193409  5.07120766  5.02286384  5.07120766  5.01999791
  5.01928179  5.07411423  5.00927093  5.07120766  5.          5.05237104
 10.          5.          8.31804053  5.00927093  5.02286384  5.07193409
  5.00927093  5.05237104  5.07338737  5.07193409  5.07193409  5.18853881
  5.07120766  5.00927093  5.07338737  5.02286384  6.85642977  5.07338737
  7.21683191  5.02286384  7.61950017  6.8902522   5.05164849  5.07266066
  5.07120766  5.07120766  7.01314995  5.07338737  5.05237104  5.07120766
  7.30055671  5.02286384  5.02286384  5.07193409  5.          5.02286384
  5.02286384  5.0007123   5.07338737  5.07120766  5.07338737]"
3268,4429,10,"[ 5.080415    5.04301562  5.0183545   5.04095226 10.          7.97733678
  7.32349316  5.0183545   5.01018204  5.          7.32349316  7.24240852
  5.0183545   5.0183545   5.04301562  5.01018204  7.20406054  5.01222292
  5.02244969  5.23723347  5.01630915  5.          5.01630915  7.50570828
  5.02040135  5.0183545   7.0313947   7.24240852  5.02040135  5.01426529
  5.01222292  5.04095226  5.02040135  5.04095226  7.32349316  5.0183545
  5.02040135]"
3269,2428,10,"[ 5.04049234  5.07239199  5.          5.05525846  5.04049234  8.44368553
  5.03935966  5.05525846  5.02017328  5.00111693  5.          5.01006849
  5.01904873  7.62749296  5.04162547  5.05525846  5.01904873  5.05525846
  5.03935966  5.01006849  5.05525846  5.05525846  5.          5.01006849
  7.07718796  5.02017328  6.72347055  5.04162547  5.02242374  5.
  5.05525846  5.05525846  5.00111693  5.          5.03935966  5.05525846
  5.05525846  5.02242374  6.89326774  5.02017328  5.03935966  5.
  7.07718796  5.02354964  7.66947     7.10286536 10.          5.03935966
  5.19047333  7.18405287]"
3270,1189,10,"[ 5.05057486  5.12350134  5.05057486  5.05057486  5.          5.0689585
  5.08613829  5.01934163  5.05057486  5.05057486  5.08613829 10.
  5.         10.          5.          7.29680738  5.07027628  5.
  5.05057486  5.2455997   5.05188394  6.91938547  7.82579073  5.05057486
  5.08613829  6.51028071  5.02063596  5.          5.         10.
  5.0689585   5.08613829  5.01934163  5.05057486 10.          5.
  5.0689585   5.          5.          5.0689585   5.01934163  5.02063596
  5.08613829  6.33924724 10.          5.08613829]"
3271,274,10,"[ 5.          5.05354759  5.07821375  5.10111764  5.          5.08583393
  5.10016071 10.          8.85858222  5.10111764  5.10016071  5.24626116
  5.10016071  5.          5.04976625  5.08488062  7.75734668  5.10111764
  5.10111764  5.          5.          5.10016071  5.10111764  5.10111764
  7.6638067   5.10111764  5.          5.05354759  5.08392753  8.58723582
  9.91896118 10.          5.10111764  5.08392753  5.10111764  5.10111764
  5.10111764  5.05165647  5.10111764  5.          8.14743185  5.10111764
  5.05165647  5.10111764  5.          5.05165647  5.07821375  5.10111764
  5.07821375  5.0687088   5.04976625  5.06775954  5.10016071  5.10111764
  7.03762023  5.0687088   5.10111764  5.10111764  5.          5.
  5.10111764  5.10111764  6.85442064  5.07821375  5.0158948 ]"
3272,4514,10,"[ 5.06297168  7.68292665  7.49330238  7.84617076  5.          5.03628368
  5.05460437  7.15457272  5.0346241   5.03296551  7.73513994  7.25617476
  5.04959593  5.03628368  5.2392115   5.04792843  5.05627584  5.05460437
  5.04959593  5.03628368  5.04792843  5.04792843  5.04792843  5.0346241
  5.05460437  5.05794831  5.05460437  7.73513994  5.          5.05460437
  5.05460437  7.49330238  5.04792843  5.03960581  5.05627584 10.
  5.03794425  5.05794831  6.66595939  5.00163898  5.00163898]"
3273,3998,10,"[ 5.04587616  5.04587616  5.00071259  5.04083158  5.04083158  5.04083158
  5.04083158  5.00071259  5.03219912  5.03219912  5.03219912  9.84624312
  5.16597976  5.00285115  5.03939148  5.03939148  9.37466965  5.
  5.04659735  5.0451551   5.00285115  5.04659735  8.66122193  7.52200739
  5.0451551   5.04011146  5.0451551   5.00213816  5.04659735  5.
  5.04659735  5.04659735  5.00071259  5.03939148  5.00213816  5.00213816
  5.04011146  8.79379051  5.          5.03076227  9.43638711  5.03219912
  5.0451551   5.0451551   5.04659735  5.04011146  5.04659735  5.03219912
  9.3146354   5.04299273  5.03004405  5.0451551   5.03939148  5.0451551
  5.00285115  5.04587616  7.4635416   5.00142531  5.03291775  7.48271714
 10.          5.          5.03219912  5.04659735  5.04227221  5.03219912
  5.04011146  5.          5.03291775  5.04083158  5.00285115  5.04083158
  5.03004405]"
3274,3563,10,"[ 5.19118059  5.23199449  7.27187773  7.22589263  6.70908779 10.
  5.24574911  6.83640903  5.          7.60391467  5.05669492  5.18444335
  6.80901655  5.24574911  6.39193868  5.05988587  5.24574911  5.24574911
  5.11807785  5.24574911  5.12463277  5.1115409   5.22172795  5.50668575
  6.20712374  6.08044182  5.24574911]"
3275,1199,10,"[ 5.2798357  10.          5.24575225  5.19338012  5.24575225  5.24575225
  5.04057694  7.88442013  5.20793674  6.91126359  5.19545455  5.43429792
  5.17272871  6.32722643  5.24363678  5.12384774  5.07789363  5.
  5.11981739  5.08185547  5.08185547  5.07789363  6.16956945  5.08582379
  5.04447781  5.24575225  7.14168357  6.05578255  5.20793674  6.71345702
  5.95815003  5.89334907  5.24152304  5.17684551  5.07789363]"
3276,768,10,"[ 5.32483983  5.12034926  5.09992087  5.09992087  5.06453033  5.
  5.06453033  7.81111079  5.06453033  5.09992087  5.09992087  5.09992087
  5.06453033  7.95204544  5.06453033  5.          5.          5.
  5.09992087  7.12068891  6.48930493  5.09992087  5.00245355 10.
  5.         10.         10.          5.00245355 10.          5.09992087
 10.         10.          5.09992087]"
3277,2231,10,"[10.          5.         10.         10.         10.         10.
 10.         10.         10.         10.          5.37004076 10.        ]"
3278,2244,10,"[ 5.         10.          5.37004076 10.         10.         10.
 10.         10.         10.         10.         10.         10.        ]"
3279,5509,10,"[ 5.0301372   5.0720806   5.06260524  5.0720806   5.22455462  5.06050262
  5.07313478  9.19697253  7.95566395  5.01555982  5.01555982  5.07313478
  5.04895773  5.04895773  5.03222402  5.01971937  5.01555982  5.0720806
  5.07313478  5.0720806   5.0720806   5.04895773  5.03118047  5.01555982
  5.05315205  5.04895773  5.0720806   5.07313478  5.07313478  5.00103543
  8.61772864  5.0301372   5.04895773  5.01555982  5.0720806   5.07313478
  7.95566395  5.01971937  5.05315205  5.06050262 10.          7.59121787
  5.01555982  5.06050262  5.          5.0720806   5.01555982  5.04895773
  5.05315205  5.0720806   5.0720806   5.0720806   5.01555982  5.03118047
 10.          7.6854337   5.01555982  8.80857766  7.29216922  5.04895773
  5.04895773  5.0720806 ]"
3280,992,9,"[4.63237954 5.06919741 9.         4.5        7.80242946 4.71465499
 5.01695373 4.5        4.94984465 7.21681035 6.85811364 8.52823645
 4.93448643 5.05346718 5.01695373 4.5        4.82331262 4.71465499
 5.01695373 4.93448643 5.01695373 5.01695373 6.59799111 4.6036869
 6.65408918 5.5531582  6.65408918 5.01695373 5.01695373 4.82331262
 6.43521976]"
3281,2952,10,"[ 5.         10.         10.         10.         10.          5.37004076
 10.         10.         10.         10.         10.         10.        ]"
3282,3058,10,"[ 5.09426543  5.          5.02483101  5.         10.          5.02483101
  5.          5.03107333 10.          5.02795044  5.02795044 10.
  7.81603051  5.03107333  7.31976876  5.00928577  5.          5.02483101
  5.02795044  5.02483101 10.          5.00928577  5.27546188 10.
  7.48283767 10.          5.03107333  5.          5.00928577 10.        ]"
3283,3525,10,"[ 5.10395333 10.          5.07647615  5.1333135   8.60195679  5.14892656
  5.12466038  8.60195679  5.12466038  5.05426168  5.14892656  5.14892656
  5.07647615  5.14892656  5.14892656  5.00168668  7.23336007  5.12293154
  5.10051043  5.11084621  5.00337394  5.07647615  5.14892656  5.09535051
  5.05085285  7.73033056  5.14371685  5.10567566  5.14892656  5.
  8.42204511  8.08708746  5.12293154  5.00675019  5.09706989  5.1333135
  5.39446054  9.07956242  5.07647615  5.05085285  5.07647615  5.07647615
  9.78257244  5.07647615  5.12293154  5.09706989  5.07647615  5.12293154
  5.09535051  5.14892656  9.40181192  5.09535051  5.07647615  5.12293154]"
3284,157,10,"[ 5.04896241  5.33786056  5.3035396  10.          5.22533587  5.
  8.4742967   5.24902915  7.74915966  5.0097592   5.3035396   5.
  5.0097592   7.66765191  5.76893806  7.2846039   5.          5.04896241
  5.04896241  5.12817345  5.1049588   5.          9.67358934  5.04896241
  5.04896241  5.12817345  5.04896241  5.32410882  5.          7.45650232
  5.          5.00650429  5.04896241  5.3035396   5.11821304  5.12485143
  5.          5.3035396   5.04896241  9.67358934  9.44502017  7.30565281]"
3285,4625,10,"[ 5.04545129  5.04659691  5.0214987   8.58832298  5.02263474  7.61949399
  5.17425789  5.04316141  5.02263474  5.02263474  7.01773635  5.04430612
  5.02377124  5.02263474  5.0340202   5.04201716  5.02263474  5.02377124
  5.0214987   5.02263474  5.02263474  7.79668353  5.          5.04316141
  7.66161256  5.0260456   5.0214987  10.          5.          5.02263474
  5.02377124  5.0214987   5.02263474  7.61949399  5.0260456   5.00225533
  5.04201716  5.02263474  5.02263474  5.02377124  5.0260456   8.17337386
  5.02263474  5.04087337  5.04087337  5.00338368  5.02718346  7.70513619
  5.0214987   8.839259  ]"
3286,1262,10,"[ 5.04486175  5.0399042   5.0602738   5.00882898  8.66498483  5.04486175
 10.          5.03891352  5.04783957  5.0399042   5.0399042   5.0399042
  5.05828143  5.0602738   5.05828143  5.0602738   5.          5.
  5.05828143  5.05828143  5.00048992  5.0602738   5.00048992  5.03891352
  8.07398035  5.03891352  5.0602738   5.          5.04783957  5.0602738
  5.00048992  5.03891352  5.04783957  8.04673763  5.04783957  5.03891352
  5.00882898  5.0399042   5.15363665  5.          5.03841828  5.04486175
  8.44406089  5.0399042   5.0399042   5.03891352  8.12997572  5.05828143
  5.0399042   5.03891352  5.04585408  5.00882898  5.00048992  5.05828143
  5.00048992  5.          5.03891352  5.          5.0602738   5.05828143
  5.00932012  5.0399042   5.03841828  5.03891352  5.0602738   5.03841828
  5.05828143  5.00048992  5.00048992  6.99705703  6.8131374   5.00048992
  5.          5.03891352  5.05828143  5.          5.00882898  9.72534004
  5.04833611  5.          5.05828143  5.0602738   6.82241879  5.04039965
  5.00048992]"
3287,2222,10,"[ 5.07915398  5.00625172  5.          5.00312412  5.00625172  5.
 10.          5.         10.          5.          7.66339863  5.
  5.00625172 10.         10.          5.25781855  5.00625172  5.
  5.          5.00625172  5.00625172  7.80787469  5.00625172  5.
 10.         10.         10.         10.          5.          5.00625172]"
3288,1435,10,"[ 5.06990689  5.06707581  5.06424766  8.20420412  8.20420412  5.06142243
  5.          5.06142243  5.06424766  5.06142243  5.06707581  5.06142243
  5.06424766  5.21525542  5.06424766  5.03472777 10.          5.03612623
  5.06142243  5.06566137  5.03472777  9.83139166  7.18678219  5.06142243
  5.06142243  5.06566137  5.06707581  7.82523052  8.27769737  5.06566137
  5.06566137  5.          5.06424766  8.06682861  5.          5.06424766
  5.06424766  5.06142243  5.05578071  5.03472777  6.60252301  5.06566137
  8.43543837  5.06566137]"
3289,3874,10,"[ 5.          5.37004076 10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.        ]"
3290,4163,10,"[ 5.09632744  5.07272746 10.          5.07272746  5.02729294  5.06379585
  5.          5.          5.07272746  7.11156201  6.59663756  5.06379585
  7.96251723  5.          7.53033313  5.02729294  5.06379585  5.05378637
  5.06379585  9.36992641  5.          5.01961976  6.26166362  5.19887446
  5.0305889   5.06379585  5.02729294  5.06379585  5.07384619  5.05267672
  5.07384619  5.07272746  5.02948975  5.07272746  6.48439921  5.07272746
  5.          5.          5.07272746  6.51467984  5.          7.11156201
  5.          5.05267672  5.01961976  5.0305889   5.0283911 ]"
3291,2418,10,"[ 5.04764626  5.01552091  5.01388314  5.00081478  5.01388314  5.00081478
  5.00162979  5.03030328  5.          5.          5.00081478  5.03030328
  5.00081478  5.03030328  7.51586684  5.          5.          8.03203396
  5.00081478  5.02454549  5.02454549  5.02454549  7.51586684  5.00081478
  5.00081478  5.01388314  5.03030328  5.02454549  5.0147019   5.0147019
  5.0147019   5.03030328  5.01388314  5.          5.03030328 10.
  5.          5.03030328  5.0147019   5.02454549  5.         10.
 10.          7.08224183  5.03030328  5.00081478  5.          5.
  5.01388314  5.02454549  8.40918404  5.01388314  5.14535382  5.03030328
  5.00081478 10.          5.03030328  7.06015831  5.        ]"
3292,4604,10,"[ 5.30309762  5.23735612 10.          5.23518488  5.11773401  5.11773401
  5.29647054  5.11773401  5.29867825  8.09976301  7.19648736  5.29426415
  5.          5.          7.1013368   5.30752224  5.17491157  8.01255096
  6.77964669  9.16040069  5.30088728  5.30973653  5.11773401  5.23518488
  5.30309762  5.11773401  5.27666014  5.11773401  5.11983536  5.23518488
  5.27666014  8.01255096  5.23735612  5.31195213  6.49696531  6.32645556
  5.00203129  5.23518488  5.16425373  5.50517859  5.11773401]"
3293,4931,10,"[ 7.63324657  5.14798879  5.11370889 10.          5.11370889  5.1124473
  5.07610832  5.11370889  5.07735346  5.07610832  5.10992581  5.1124473
  6.61905245  5.05873537  5.05873537  5.07610832  7.72033636  5.11497106
  5.1124473   5.07610832  5.1162338   5.27065589  5.11118627  5.11497106
  5.0960984   5.07735346  6.85550852  5.          5.05873537  5.05873537
  5.10111859  5.07610832  5.05873537  7.24338855  5.05873537  5.05873537
  5.0960984   5.11370889  5.1124473   5.0960984   7.30484431  5.05873537
  6.51185109  6.15204425  5.09860736  5.05873537 10.        ]"
3294,2551,10,"[ 5.00847731  5.02939181  5.00847731  8.11199492  8.43847948  5.00924922
  5.01388502  5.          5.01388502  5.00076963  5.         10.
  5.00924922  5.00924922 10.          5.01002133  5.00924922  5.00847731
  5.00770561  5.00153947  5.00153947  5.          5.01388502  5.00847731
  5.00153947  5.01002133  5.00770561  5.01388502  5.00153947  5.01388502
  8.01644068 10.          5.00924922  5.00076963  5.00230951  5.
  5.00076963  5.00847731  5.          8.06347612  5.01388502  5.01388502
  7.6149105   5.00847731  5.00076963  5.00770561  5.01388502  5.01388502
  5.00770561  5.00770561  5.          5.00770561  7.65017789  5.01388502
  5.          5.00924922  5.00770561  5.1250064   8.01644068  5.00770561
  5.00076963]"
3295,492,10,"[ 5.10130302  5.05502102  7.75551672  5.          5.          5.0857914
  5.06389372  5.06389372  5.0857914   5.06308595  5.0857914   7.30853306
  5.05582647  5.03176331  5.06389372  5.0857914   5.03176331  5.0857914
  5.03176331  5.05502102  5.          5.          5.06389372  7.33541072
  5.          5.0857914   5.06308595  5.0857914   5.07441585  8.42694597
  7.0716176   5.05663215  6.60542397  5.07441585  5.03575945  5.06308595
  5.06389372  5.03176331  5.0857914   5.07441585  5.06631841  6.23875497
  5.06308595  6.66915506  5.06470172  5.06389372  5.05502102  5.0857914
  5.19955737 10.          5.03655937  5.03176331  5.06308595  5.0857914
  5.03735951 10.          5.03655937  5.00078964  5.06389372]"
3296,1738,10,"[ 5.13579137  5.05782372  5.05474984 10.         10.         10.
  5.00301302  5.05782372  5.03332802  7.44929856  5.03332802  7.16068742
  5.03637809  5.00301302  5.06090102  5.03332802 10.          5.31850115
  5.05782372  5.05474984  5.05474984  6.78663067  5.00301302  5.03332802
 10.          5.00301302  5.00602938  5.         10.          6.61479827]"
3297,4294,10,"[ 5.01771091  5.03125903  9.22123702  8.69686605  5.02278597  5.02363245
  5.01940187  5.02447911  5.0143312   5.          5.02193967  5.0143312
  5.02024762  5.01517586  9.04896778  5.01940187  5.03125903  5.02363245
  5.          9.40872947  5.0143312   5.02193967  5.03125903  5.02193967
  5.01771091  5.02447911  5.02278597  9.34442071  5.02363245  5.02532596
  8.94170554  5.02447911  9.47495496  5.03125903  5.          5.03125903
  5.01940187  5.02617299  5.16320815  5.01940187  5.01771091  5.03125903
  5.02447911  5.03125903  5.01348673  5.          5.02532596  5.03125903
  5.02447911  5.02363245  9.40872947  5.01771091 10.          5.01771091
  5.0143312   5.02193967  5.01348673  5.02278597  5.0185563   5.01940187
  5.02447911  5.03125903  5.00168329  5.0185563   8.08460369  5.02447911
  5.02193967  5.01771091]"
3298,4523,10,"[ 7.28089138  5.02086232  5.          7.31126474  5.01981553  5.00207929
  5.0439898   5.01563226  5.00311952  6.90770791  5.00520112  5.
  6.86732803  5.          5.          5.0439898   5.02086232  5.00311952
  5.00311952  5.00416013  5.02715116  5.0439898   5.17460984  5.0439898
  7.22255463  5.          5.00207929  5.0439898   5.00520112  5.
  5.00207929  5.00416013  8.41075079  5.0439898   5.          5.00311952
  5.          6.86732803  5.01563226  5.0439898   5.0439898   5.01563226
  5.00207929  7.58799735  5.00207929  5.          5.00207929  5.0439898
  5.01772313 10.          6.9285941   5.00520112]"
3299,3799,10,"[ 5.0063414   5.00063346  5.00570658  5.00951773  5.00888217  5.00063346
  5.00507192  8.20105361  5.00063346  5.          8.20105361  5.00888217
  8.55249774  5.00570658  5.          5.00570658  5.01015345  5.00570658
  5.00570658  5.00570658  5.00063346  5.00570658  5.00507192 10.
  5.0063414   5.00570658  8.20105361  5.00507192  5.          7.86885611
  5.00063346  5.00507192  7.82689085  8.25480114  5.00570658  5.00507192
  5.00570658  5.00570658  5.00888217  8.25480114  5.10197038  5.00888217
  5.00507192  5.00063346  5.00570658  5.00570658  5.00507192  5.00570658
  5.00570658  5.00888217  5.00063346  5.00063346  5.00570658  5.00063346
  5.          5.00063346  5.00570658  5.00570658  5.00888217  7.86885611
  5.00570658  5.00063346  5.00570658  5.00888217  5.00063346]"
3300,5013,10,"[10.          5.         10.         10.         10.         10.
 10.         10.          5.37004076 10.         10.         10.        ]"
3301,1340,10,"[ 5.         10.         10.         10.         10.         10.
 10.         10.         10.          5.37004076 10.         10.        ]"
3302,3467,10,"[ 5.13669125  5.08857167  5.13669125  5.37641772  5.13669125 10.
  5.13669125  5.14090034  9.71368092 10.          5.13669125  5.06574219
  5.          8.6747622   5.13669125  5.06574219  8.38177072  5.06574219
  9.23183442  5.13669125  5.098988    5.08649135  5.13669125  5.04921332
  5.13669125  5.05333968  5.06574219  7.99028067  8.42710604  5.0471516
  5.08649135  5.06574219  5.13038508  5.04509086  7.68543887  5.13669125
  5.13669125  5.01020679  5.08649135  5.11779954  5.06574219  5.06574219
  5.06574219  5.00407982  7.20650827  5.06574219]"
3303,1419,10,"[ 5.         10.         10.         10.         10.         10.
 10.         10.          5.37004076 10.         10.         10.        ]"
3304,3135,10,"[10.         10.          5.         10.         10.         10.
 10.         10.         10.         10.         10.          5.37004076]"
3305,1051,10,"[ 5.04131529  5.07422373  5.03753849  5.03879696  5.04005589 10.
  5.01371578  5.03628048  5.04005589  5.21965693  7.90124993  5.03879696
  5.07422373  5.07422373  5.02999743  5.          5.00124458  5.01621556
  5.00124458  5.03753849  5.07422373  5.03628048  5.07422373  7.90124993
  5.02999743  5.04257516  5.03753849  5.01871718  5.03753849  5.02999743
  5.00124458  5.07422373  5.02999743  5.07422373  7.9420603   5.01371578
  5.03628048  5.03753849  5.04131529  7.9420603   5.          5.01371578
  5.00124458  5.07422373  8.02734138  7.7135734   5.07422373  7.32600049
  5.00124458  7.07827824  7.09847204  5.01746614]"
3306,1728,10,"[ 5.16553776  5.10311626  5.10311626  5.         10.          7.14040775
  5.          6.62198087  5.06820574  5.          6.10671872  5.
  5.01051715  5.01051715  5.          5.05525428  5.10311626  5.05525428
  7.34863809  5.29800802  5.10531634  5.10091834  5.06820574  9.10504229
  6.48464807  9.10504229  5.01051715  5.01051715  5.01051715  6.16088349
  5.          6.62198087]"
3307,2586,10,"[ 5.04106639 10.          5.          5.          5.00339985  5.00339985
  5.          5.00339985  5.00339985  8.14537487  5.          5.00339985
  5.00339985  5.17684998  5.          5.          5.         10.
  8.00561913  5.          5.          5.          5.          5.
  5.          8.00561913 10.          5.         10.         10.
  5.          5.          5.          5.         10.         10.
  5.          5.00339985  5.00339985  5.          5.00339985]"
3308,2288,10,"[ 5.08712805  7.8285505   7.61746817  5.03135854  5.03135854 10.
  5.02873127  5.03398837  5.          5.02873127  9.77135216  5.03135854
  9.77135216  5.          5.          5.02086483  5.03398837  9.77135216
  5.          5.02873127  5.02086483  5.          5.02086483  5.02873127
  9.77135216  9.77135216  7.18701796  5.          5.24723442  5.02086483
  9.77135216  5.02086483]"
3309,5490,10,"[10.          5.         10.         10.         10.         10.
 10.          5.37004076 10.         10.         10.         10.        ]"
3310,4706,10,"[10.          5.          5.37004076 10.         10.         10.
 10.         10.         10.         10.         10.         10.        ]"
3311,5110,10,"[ 5.11364442  5.06748843  5.10221272  5.06748843  5.00757067  5.10221272
  5.08302591  7.3659447   5.02000439  6.81562825  5.06045436  5.10221272
  5.          6.47370794  5.00757067  5.00757067  5.10221272  5.06748843
  5.0801945   5.06748843  5.06748843  5.10221272  5.10221272  5.10221272
  5.0801945   5.06748843  5.06748843  5.00757067  5.02000439  6.24163822
  5.02208217  5.0213894   6.08820204  5.10221272  5.06748843 10.
  5.00137493  5.00757067  5.10221272  6.14301732  5.10221272  8.61898086
  5.00757067  8.61898086  5.10221272  5.0801945   5.04015549  5.00757067
  5.10221272  5.10221272  5.10221272  5.10221272  5.00757067  5.06045436
  5.00757067  5.10221272  5.10221272  5.06748843  6.97809948  5.20603691
  5.00137493  5.06748843  5.10221272]"
3312,5094,10,"[ 6.07553172 10.          7.51266868  5.          8.68931358  8.79542568
  5.31472297  7.50630566  5.          5.          6.08283846  5.49530466
  5.49530466  8.05545776  7.73635242  5.51446822  5.1832118   5.15979406
  5.00558452  7.35407686  5.17148419  7.17504712  6.81611258  7.25563875
  5.32690967]"
3313,3029,10,"[ 5.02365295  5.00892615  5.01148175  5.          5.03136743  7.79664155
  5.01148175  5.01148175  5.01531955  5.00892615  5.00892615  5.02236927
  5.02493722  5.          5.03136743  5.0159597   5.          5.02493722
  5.02493722 10.          5.00892615  5.01531955  7.95519292  5.03136743
  5.01148175  5.03136743  8.44303189  5.02493722  5.02493722  5.03136743
  5.01148175  7.43744852  5.          5.01148175  5.02493722  5.01148175
  7.79664155  7.18333946  5.02236927  9.88484885  5.01531955  5.01531955
  5.13027949  7.27823309  5.0159597   5.0159597   5.01148175  5.00892615
  5.02236927  5.03136743  5.00892615  5.01531955  5.02493722  5.
  5.02493722  5.03136743  6.90657179  5.          5.          5.01148175
  5.00892615  5.01531955  5.01148175  5.02236927  5.00063663  5.00063663]"
3314,4663,10,"[10.          5.         10.         10.         10.         10.
 10.         10.         10.          5.37004076 10.         10.        ]"
3315,3373,10,"[ 5.03204918  5.00926678  5.01029833  5.01133026  5.01029833  5.01133026
  5.00926678  5.01029833  5.01029833  5.01133026 10.          5.01029833
  5.00926678  5.01133026  5.00926678  8.30116749  5.00926678  5.01029833
  5.01133026  5.13797399 10.          5.01029833 10.          5.01029833
  5.01029833  5.01133026  9.85459265  8.23605365  8.23605365  5.01029833
  5.01029833  5.01029833  8.36893273  5.          7.74790682  5.01029833
  5.01133026  5.          5.01133026  5.01029833  5.00926678  5.01029833
  5.          5.01029833  5.01029833  5.          5.01133026  5.00926678
  5.00926678  5.01029833  8.30116749  5.        ]"
3316,2568,10,"[ 5.         10.         10.         10.         10.         10.
  5.37004076 10.         10.         10.         10.         10.        ]"
3317,4707,10,"[ 5.03840554  5.01359648  5.02127297  5.         10.         10.
 10.          5.01956531  5.01956531  5.02127297 10.          5.01359648
  5.          5.01956531  5.02127297  5.02127297  5.01956531  5.01359648
  8.51453076  5.         10.          5.          8.00829155  5.01359648
  5.01359648  5.01956531  5.01359648  5.          5.01956531  5.01359648
  7.39536374  5.01956531  5.02127297  5.          5.02127297  5.02127297
  5.01956531  5.01359648  5.02127297  5.01956531  5.01956531  5.01956531
  5.          5.01956531  5.13714163  8.38792737  5.01956531  5.01956531
  8.38792737  5.01956531  5.          5.01956531  5.02127297  5.01956531
  5.01956531  5.01956531  5.          5.01956531]"
3318,260,10,"[10.          5.2518046   5.48627882  5.31404412  7.90887672  5.1581201
  7.87097696  5.21698208  5.2618204   6.10935546  6.66147056  7.11566991
  5.16136283  5.05445606  5.31404412  5.10826518  5.26683944  5.32594763
  5.21533286  5.05445606  6.23746326  5.00154286  5.2518046   5.2518046
  5.16298539  5.          5.05445606  5.31404412  6.40968851  7.76375792
  5.2518046   5.2518046   5.32254243  5.31404412  5.31404412  5.00617602
  7.6653412   5.2518046   5.2518046   5.10666963  5.31404412  5.31404412
  5.2518046   5.10666963  5.21368445]"
